"date","accident_count","WTR_moonPhase","WTR_temperatureMin","WTR_temperatureMax","WTR_apparentTemperatureMin","WTR_apparentTemperatureMax","WTR_dewPoint","WTR_humidity","WTR_windSpeed","WTR_windBearing","WTR_visibility","WTR_cloudCover","WTR_pressure"
2006-03-09,2,0.33,34.29,45.895,32.37,40.57,37.075,0.865,6.6925,111.25,7.755,0.6825,994.635
2006-03-10,0,0.36,37.995,42.21,34.045,37.5,37.275,0.895,4.735,212,6.525,0.78,999.05
2006-03-11,0,0.39,35.08,41.54,26.04,35.09,33.99,0.85,8.49,127,5.59,0.71,1018.28
2006-03-16,1,0.55,32.84,40.16,26.19,33.18,30.77,0.79,10.31,55,7.95,0.63,1035.11
2006-03-17,1,0.58,31.35,39.01,21.57,30.25,29.92,0.82,12.01,50,9.42,0.34,1036.41
2006-03-21,0,0.71,28.72,38.84,23.47,33.8,23.01,0.66,5.63,26,8.9,0.48,1018.87
2006-03-26,1,0.89,47.14,53.08,43.14,53.08,47.67,0.91,12.69,195,6.45,0.83,991.49
2006-03-28,1,0.97,39.21,50.51,31.87,50.51,42.74,0.85,7.4,258,8.4,0.67,984.92
2006-03-29,0,0.04,38.82,44.15,32.46,39.45,39.96,0.93,9.76,62,5.96,0.8,990.3
2006-03-31,0,0.08,41.6,43.15,34.86,36.33,41.57,0.97,9.76,88,4.38,0.96,997.74
2006-04-01,0,0.11,38.41,50.78,34.77,50.78,41.03,0.86,7.51,216,8.11,0.59,995.86
2006-04-05,1,0.25,32.28,45.42,27.46,38.05,34.23,0.8,11.42,252,8.72,0.57,1016.66
2006-04-06,1,0.28,39.38,47.71,31.44,40.38,34.11,0.69,17.76,257,8.4,0.39,1004.84
2006-04-07,1,0.31,30.43,41.43,22.87,33.52,29.84,0.78,14.64,264,7.29,0.27,996.18
2006-04-10,0,0.415,33.79,48.605,26.01,45.465,31.345,0.69,12.595,241.5,8.445,0.485,1013.185
2006-04-11,1,0.43,40.51,52.13,30.71,52.13,37.17,0.74,16.16,237,8.55,0.53,1005.07
2006-04-14,1,0.52,40.42,53.64,32.79,53.64,35.17,0.68,13.08,255,8.94,0.35,1006.9
2006-04-15,0,0.57,36.5166666666667,51.82,31.3333333333333,50.14,36.8566666666667,0.75,9.65,233.666666666667,8.89333333333333,0.436666666666667,1006.34333333333
2006-04-17,1,0.62,39.83,49.42,33.4,43.37,35.21,0.72,13.87,266,9.06,0.54,1007.52
2006-04-20,0,0.73,40.65,48.52,37.11,45.84,40.45,0.86,2.43,74,7.79,0.72,1010.44
2006-04-23,1,0.84,39.01,57.66,35.31,57.66,35.97,0.64,4.09,251,7.32,0.32,1014.14
2006-04-24,1,0.88,34.57,55.08,30.83,55.08,38.57,0.74,14.29,188,8.25,0.64,1013.96
2006-04-27,0,0.99,37.59,54.65,33.55,54.65,38.43,0.72,5.82,296,8.22,0.32,1023.99
2006-05-02,0,0.16,37.65,50.8,34.01,50.8,41.07,0.84,12.94,164,7.73,0.68,998.63
2006-05-03,1,0.2,46.11,59.77,41.49,59.77,40.59,0.65,12.31,203,9.62,0.41,1008.67
2006-05-06,1,0.29,35.95,65.25,35.95,65.25,40.66,0.66,4.39,114,7.73,0.46,1020.18
2006-05-08,0,0.35,47.54,56.44,41.93,56.44,45.27,0.8,14.58,62,4.04,0.23,1019.65
2006-05-09,1,0.38,39.665,65.06,37.98,65.06,42.26,0.715,4.085,73.5,6.63,0.16,1024.69
2006-05-10,1,0.41,38.37,70.93,38.37,70.93,40.51,0.6,2.65,74,7.57,0.1,1022.97
2006-05-11,1,0.44,41.88,69.1666666666667,41.7966666666667,69.1666666666667,43.5233333333333,0.666666666666667,1.36666666666667,215.666666666667,7.95,0.343333333333333,1019.26
2006-05-13,1,0.49,40.34,54.01,34.79,54.01,34,0.61,8.15,69,8.64,0.47,1019.14
2006-05-14,0,0.54,36.5,51.9,36.5,51.9,38.03,0.76,3.64,109,8.53,0.85,1020.81
2006-05-15,0,0.57,44.43,45.72,38.06,40.85,43.88,0.96,7.93,81,3.92,0.94,1012.91
2006-05-16,0,0.61,46.01,56.09,42.07,56.09,47.35,0.9,4.87,66,5.54,0.67,1011.04
2006-05-17,1,0.64,51.54,60.28,51.54,60.28,51.34,0.88,7.31,172,7.52,0.78,1007.86
2006-05-18,1,0.68,51.84,60.89,51.84,60.89,45.79,0.7,16.03,214,8.25,0.57,993.85
2006-05-19,1,0.72,48,57.19,46.05,57.19,48.39,0.89,6.16,239,7.8,0.77,991.41
2006-05-20,1,0.75,44.54,50.735,39.775,49.32,44.235,0.88,5.165,48.5,7.145,0.75,991.42
2006-05-22,1,0.83,40.27,48.15,34.61,46.67,36.76,0.76,6.22,17,8.72,0.75,994.41
2006-05-25,0,0.94,37.09,53.49,29.11,53.49,37.8,0.73,12.35,277,9.31,0.39,1012.05
2006-05-28,0,0.05,45.58,58.4,39.12,58.4,43.42,0.74,13.77,299,8.07,0.45,1012.45
2006-05-29,1,0.08,39.26,51.6,34.28,51.6,35.97,0.7,7.4,328,9.42,0.5,1018.21
2006-06-03,1,0.24,46.66,66.25,42.2,66.25,46.88,0.73,5.25,260,8.81,0.53,1029.52
2006-06-04,0,0.27,46.43,62,46.43,62,48.42,0.79,3.31,261,8.28,0.4,1026.93
2006-06-09,1,0.42,46.49,73.5,45.26,73.5,52.96,0.78,6.18,85,6.3,0.37,1023.1
2006-06-11,1,0.48,54.7533333333333,70.4666666666667,54.7533333333333,70.4666666666667,52.33,0.71,5.68666666666667,190.333333333333,6.98333333333333,0.473333333333333,1017.95333333333
2006-06-12,0,0.53,52.6133333333333,68.9766666666667,52.6133333333333,68.9766666666667,51.4266666666667,0.756666666666667,7.36666666666667,194.666666666667,7.89666666666667,0.546666666666667,1015.69
2006-06-13,1,0.56,52.98,64.49,52.98,64.49,46.17,0.66,10.03,256,8.63,0.28,1018.18
2006-06-14,2,0.59,43.58,63.22,42.1,63.22,46.855,0.745,3.145,50,8.59,0.415,1024.8
2006-06-15,1,0.63,44.22,67.21,43.47,67.21,50.45,0.76,5.46,186,6.99,0.32,1020.01
2006-06-16,1,0.67,55.58,62.21,55.58,62.21,54.4,0.86,5.15,261,8.11,0.78,1019.48
2006-06-17,1,0.71,53.83,67.17,53.83,67.17,54.03,0.83,8.53,239,8.66,0.65,1015.84
2006-06-18,0,0.74,56.45,60.7,56.45,60.7,55.58,0.9,7.45,185,6.14,0.78,1007.19
2006-06-19,0,0.78,51.11,59.54,51.11,59.54,51.18,0.83,11.59,232,8.49,0.66,1003.66
2006-06-20,0,0.82,50.11,59.49,50.11,59.49,49.42,0.84,9.7,188,8.64,0.66,1002.4
2006-06-22,0,0.89,51.18,60.11,51.18,60.11,48.55,0.79,12.11,270,8.09,0.65,1004.27
2006-06-25,1,0.99,47.345,61.805,43.93,61.805,47.385,0.765,8.415,54.5,8.415,0.375,1017.235
2006-06-27,1,0.06,48.39,65.8,48.39,65.8,46.96,0.7,1.68,283,8.56,0.43,1020.07
2006-06-28,0,0.12,54.44,66.91,54.44,66.91,53.99,0.79,8.67,175,7.05,0.28,1018.9
2006-06-29,2,0.12,55.315,65.945,55.315,65.945,53.59,0.8,7.36,169.5,8.09,0.77,1018.625
2006-06-30,0,0.15,54.24,61.63,54.24,61.63,53.69,0.86,9.29,175,7.26,0.24,1019.44
2006-07-01,0,0.18,49.59,71.36,47.74,71.36,55.48,0.8,5.77,181,7.2,0.49,1022.47
2006-07-04,1,0.28,53.8466666666667,66,53.8466666666667,66,54.6233333333333,0.86,7.06666666666667,87.6666666666667,6.48,340.01,383989879.5
2006-07-06,1,0.34,54.98,78.81,54.98,78.81,57.41,0.75,7.04,226,6.56,0.33,1011.64
2006-07-07,2,0.37,54.42,64.2166666666667,54.42,64.2166666666667,51.0133333333333,0.756666666666667,9.58,247,8.47333333333333,0.613333333333333,1011.97
2006-07-08,1,0.4,48.96,62.6,44.88,62.6,48.835,0.79,12.62,218.5,9.25,0.645,1009.475
2006-07-10,0,0.47,49.75,66.2,46.25,66.2,51.67,0.77,9.62,225,8.6,0.44,1014.33
2006-07-11,0,0.52,51.61,63.76,51.61,63.76,48.12,0.71,14.26,245,8.82,0.43,1017.97
2006-07-13,0,0.58,47.81,62.29,44.61,62.29,47.11,0.74,7.61,288,8.57,0.46,1028.6
2006-07-18,0,0.81,56.58,81,56.58,82.24,59.5,0.74,8.27,76,6.42,0.32,1018.39
2006-07-23,0,0.95,57.8,71.12,57.8,71.12,55.03,0.75,7.71,226,6.39,0.54,1015.25
2006-07-24,0,0.98,55.23,75.6,55.23,75.6,54.94,0.69,6.39,229,9.08,0.54,1019.93
2006-07-25,1,0.02,55.565,78.16,55.565,78.81,57.15,0.71,4.305,222,7.775,0.405,1018.095
2006-07-27,1,0.07,57.74,75.73,57.74,75.73,57.58,0.73,6.69,247,8.59,0.43,1014.64
2006-07-31,1,0.19,53.92,66.52,53.92,66.52,52.965,0.8,10.095,206,8.515,0.485,1001.5
2006-08-01,2,0.22,51.0666666666667,64.2633333333333,51.0666666666667,64.2633333333333,52.67,0.843333333333333,7.41666666666667,273.333333333333,8.21,0.446666666666667,1000.45333333333
2006-08-06,1,0.39,55.2,65.47,55.2,65.47,58.08,0.87,5.52,265,7.25,0.7,1020.65
2006-08-07,1,0.42,50.05,67.34,50.05,67.34,47.36,0.68,5.46,271,8.1,0.52,1024.41
2006-08-09,1,0.51,52.72,60.94,52.72,60.94,48.62,0.76,12.93,279,8.39,0.6,1015.56
2006-08-10,1,0.54,51.35,61.4,51.35,61.4,48.03,0.76,12.25,287,9.1,0.51,1014.39
2006-08-11,0,0.57,49.535,61.46,48.155,61.46,48.625,0.785,9.63,321.5,8.26,0.605,1015.37
2006-08-13,1,0.65,45.51,67.1,44,67.1,48.36,0.75,2.82,348,9.02,0.51,1017.4
2006-08-15,0,0.72,48.86,55.97,47.41,55.97,51.01,0.92,5.45,89,7.92,0.85,1004.76
2006-08-16,1,0.76,48.31,66.96,48.31,66.96,51.29,0.8,1.97,299,6.47,0.46,1002.72
2006-08-17,1,0.79,49.67,67.7,49.67,67.7,53.54,0.82,5.21,76,7.12,0.42,1002.26
2006-08-18,1,0.83,57.15,62.93,57.15,62.93,58.72,0.96,13.24,61,2.5,0.91,1004.4
2006-08-21,1,0.93,54.58,65.23,54.58,65.23,54.61,0.85,0.51,157,7.29,0.57,1014.87
2006-08-22,0,0.96,51.97,63.68,51.97,63.68,52.76,0.83,1.08,334,8.15,0.53,1015.26
2006-08-28,1,0.14,48,63.175,45.965,63.175,47.93,0.785,9.815,266.5,8.385,0.32,1005.815
2006-09-01,2,0.27,52.66,65.0833333333333,52.66,65.0833333333333,54.9766666666667,0.833333333333333,9.69666666666667,230,7.91666666666667,0.566666666666667,1004.96333333333
2006-09-03,2,0.34,53.28,60.365,53.28,60.365,52.64,0.89,7.12,252.5,6.89,0.705,1001.785
2006-09-05,1,0.41,54.61,64,54.61,64,56.87,0.95,2.71,166,5.03,0.74,1016.42
2006-09-06,0,0.463333333333333,51.3766666666667,62.5366666666667,50.9766666666667,62.5366666666667,51.44,0.81,7.77,286.333333333333,7.75666666666667,0.496666666666667,1016.46666666667
2006-09-07,0,0.49,47.06,62.25,44.82,62.25,46.05,0.76,5.3,289,8.65,0.35,1023.66
2006-09-10,1,0.6,46.055,65.19,40.86,65.19,49.45,0.81,5.15,161.5,7.1,508.595,578921909.91
2006-09-11,0,0.655,52.22,68.95,52.22,68.95,56.385,0.87,4.135,206.5,6.26,0.5,1013.345
2006-09-12,1,0.67,53.92,67.955,53.92,67.955,57.14,0.895,5.17,203.5,6.255,0.56,1011.215
2006-09-14,2,0.74,55.63,59.165,55.63,59.165,55.825,0.94,0.23,323.5,5.245,0.75,1004.585
2006-09-18,0,0.88,43.85,55.4,37.36,55.4,45.4,0.9,6.98,140,7.38,0.85,1003.62
2006-09-20,2,0.94,52.325,65.61,52.325,65.61,54.53,0.825,15,180,8.18,0.73,996.905
2006-09-22,1,0.515,54.35,67.795,54.35,67.795,53.155,0.78,7.895,120,8.23,0.43,1004.69
2006-09-23,0,0.03,56.46,65.87,56.46,65.87,54.23,0.81,10.61,119,7.99,0.36,1007.77
2006-09-24,0,0.06,55.74,58.8,55.74,58.8,55.56,0.93,8.76,78,6.46,0.77,1006.33
2006-09-25,1,0.09,53.89,58.74,53.89,58.74,55.19,0.97,1.39,52,1.84,0.81,1008.61
2006-09-28,0,0.19,54.205,60.285,54.205,60.285,50.965,0.82,12.475,216,8.755,0.6,1000.11
2006-09-30,0,0.25,46.23,61.14,46.15,61.14,48.97,0.87,3.04,114,6.98,0.49,1002.55
2006-10-01,0,0.29,49.97,61.79,49.97,61.79,52.18,0.89,2.2,96,7.06,0.51,998
2006-10-02,2,0.33,48.215,59,47.155,59,49.89,0.92,3.125,281,6.92,0.61,996.495
2006-10-06,2,0.48,51.3833333333333,57.8333333333333,51.3833333333333,57.8333333333333,51.0066666666667,0.853333333333333,14.0766666666667,241.666666666667,8.61333333333333,0.703333333333333,991.943333333333
2006-10-07,1,0.51,49.6,54.75,46.98,54.75,47.56,0.83,14.26,248,7.5,0.69,1005.38
2006-10-09,1,0.59,50,58.82,46.86,58.82,47.7,0.79,10.25,206,7.65,0.25,1005.31
2006-10-13,1,0.73,46.89,60.86,45.06,60.86,49.13,0.875,4.39,160.5,7.57,0.515,1028.94
2006-10-15,0,0.79,42.39,55.59,42.39,55.59,45.51,0.91,2.27,101,2.94,0.68,1030.7
2006-10-16,0,0.82,36.19,56.83,34.73,56.83,42.5,0.86,2.34,142,4.03,0.38,1021.63
2006-10-18,0,0.89,47.49,58.82,47.49,58.82,50.82,0.94,3.34,232,6.55,0.77,1002.35
2006-10-20,1,0.94,50.58,58.66,50.58,58.66,51.14,0.9,5.44,78,8.03,0.47,988.03
2006-10-21,0,0.97,46.13,56.24,43.67,56.24,49.42,0.93,3.36,236,6.9,0.46,988.2
2006-10-23,2,0.04,41,53.01,35.9533333333333,51.8566666666667,44.31,0.936666666666667,6.83666666666667,127,7.86333333333333,0.673333333333333,988.49
2006-10-26,2,0.143333333333333,43.3366666666667,56.3666666666667,38.6033333333333,56.3666666666667,46.12,0.89,11.0733333333333,233.333333333333,7.00666666666667,0.676666666666667,996.533333333333
2006-10-28,1,0.2,52.07,58.36,52.07,58.36,52.83,0.92,13.13,234,6.64,0.78,1012.85
2006-10-30,1,0.28,46.85,58.01,43.185,58.01,50.375,0.895,14.685,241,7.845,0.68,1006.235
2006-10-31,1,0.31,40.39,50.97,33.6,50.97,36.8,0.71,11.71,287,8.5,0.41,1006.39
2006-11-01,1,0.35,31.94,47.51,27,44.49,33.15,0.81,4.53,307,8.25,0.26,1032.24
2006-11-02,2,0.39,32.065,47.59,28.83,44.395,33.14,0.83,4,262,8.66,0.365,1036.305
2006-11-03,2,0.43,36.405,49.795,32.97,46.72,35.88,0.76,6.665,255,7.705,0.495,1030.455
2006-11-06,0,0.54,44.27,53.47,37.92,53.47,43.18,0.77,14.03,237,8.96,0.5,1021.74
2006-11-07,1,0.57,48,53.44,42.16,53.44,47.33,0.87,10.75,242,8.28,0.79,1014.05
2006-11-09,0,0.64,31.79,46,30.75,40.96,34.15,0.77,10.85,286,7.67,0.27,1026.72
2006-11-12,0,0.74,41.22,52.89,35.98,52.89,42.22,0.84,11.52,234,7.57,0.68,1013.34
2006-11-13,2,0.77,46.6633333333333,52.0233333333333,39.81,52.0233333333333,42.85,0.806666666666667,19.2033333333333,256.333333333333,8.62666666666667,0.556666666666667,996.096666666667
2006-11-14,0,0.8,41.62,46.38,34.87,40.17,39.3,0.85,13.64,236,8.22,0.37,997
2006-11-15,1,0.83,40.91,47.065,34.65,43.765,39.915,0.895,2.745,160.5,6.49,0.69,994.53
2006-11-17,0,0.89,34.78,43.94,27.85,39.13,36.26,0.86,7.94,195,8.38,0.48,988.17
2006-11-18,1,0.92,31.64,35.8,21.91,29.86,30.95,0.92,6.34,240,9.44,997.54,1163808000
2006-11-20,1,0.98,39.22,48.14,30.02,42.46,35.73,0.78,16.46,211,7.97,0.27,983.69
2006-11-22,0,0.05,35.33,41.27,31.17,39.39,36.59,0.92,3.18,257,7.71,0.84,989.24
2006-11-23,0,0.08,41.89,46.79,35.92,38.75,42.4,0.91,10.83,207,5.47,0.78,968.87
2006-11-24,1,0.12,41.19,46.62,32.74,43.32,38.8,0.84,7.11,215,7.88,0.45,980.31
2006-11-30,1,0.34,51.37,54.54,51.37,54.54,47.97,0.83,21.66,193,5.99,0.7,1009.26
2006-12-07,2,0.59,41.26,44.965,35.04,37.865,40.205,0.89,11.32,214,8.705,0.61,972.02
2006-12-10,0,0.69,31.93,53.28,28.82,53.28,43.94,0.93,17.04,210,7.28,0.93,1008.61
2006-12-15,1,0.84,36.52,43.85,32.47,38,37.93,0.88,9.53,230,8.23,0.49,1012.94
2006-12-16,3,0.87,34.95,42.578,27.966,35.978,36.06,0.886,9.63,248.2,8.368,0.448,1014.906
2006-12-18,1,0.93,28.11,39.155,26.88,37.44,31.46,0.92,2.01,164.5,7.71,0.365,1029.085
2006-12-19,2,0.96,28.5275,42.9125,24.68,37.7025,35.1925,0.9425,4.81,233.5,6.5175,0.5725,1036.145
2006-12-20,2,0.98,35.71,39.72,28.72,33.17,35.76,0.915,9.785,240,7.275,0.575,1037.96
2006-12-22,1,0.06,43.72,47.07,37.635,42.54,43.985,0.95,8.605,243.5,5.55,0.64,1040.64
2006-12-23,1,0.1,38.785,44.64,35.66,40.935,37.265,0.85,5.17,226.5,8.4,0.82,1041.795
2006-12-24,0,0.13,28.16,36.44,19.14,34.27,29.89,0.93,5.35,177,6.12,0.18,1038.22
2006-12-28,0,0.28,37.31,45.46,34.92,42.05,38.9,0.93,1.47,162,4.28,0.66,1019.88
2007-01-01,0,0.43,30.24,35.69,18.22,23.29,30.48,0.92,19.78,275,8.39,999.1,1167609600
2007-01-05,1,0.57,40.96,45.81,33.06,37.92,40.19,0.87,15.66,250,7.8,0.57,1006.3
2007-01-06,0,0.6,43.26,46.84,35.84,39.17,40.88,0.86,14.91,218,8.2,0.66,1005.35
2007-01-08,0,0.66,39.51,50.12,31.39,50.12,40.07,0.89,11.46,215,7.33,0.69,986.34
2007-01-09,0,0.69,39.33,53.33,32.78,53.33,41.29,0.83,18.07,239,7.87,0.62,986.42
2007-01-12,1,0.78,42.89,52.84,33.22,52.84,42.38,0.83,27.22,233,5.39,0.77,1004.15
2007-01-14,0,0.84,42.38,48.43,33.68,40.55,40.67,0.84,18.64,227,7.63,0.66,1013.77
2007-01-15,1,0.87,37.87,48.22,31.77,40.38,41.35,0.84,19.58,222,8.43,0.75,1007.46
2007-01-17,1,0.94,35.62,41.215,26.705,33.76,34.245,0.865,13.75,227.5,7.355,0.53,992.055
2007-01-19,1,0.01,42.03,52.47,34.86,52.47,40.99,0.88,12.9,234,7.83,0.46,999.33
2007-01-22,1,0.12,28.43,38.8,23.1,33.01,28.37,0.81,5.58,4,8.92,0.16,1027
2007-01-23,1,0.16,27,35.58,21.05,30.07,28.07,0.86,3.13,292,8.98,0.78,1024.82
2007-01-24,0,0.19,33.3,40.34,27.21,34.27,29.63,0.76,6.42,354,9.04,0.49,1020.81
2007-01-25,1,0.23,29.81,39.73,25.85,32.74,31.34,0.85,7.14,244,8.88,0.51,1027.75
2007-01-29,2,0.38,41.615,49.27,36.895,45,40.18,0.82,8.06,261,9.37,0.565,1026.175
2007-01-30,1,0.41,37,46.16,26.81,38.59,39.26,0.91,18.9,276,8.34,0.92,1017.85
2007-01-31,1,0.45,47.7,54.18,39.86,54.18,47.09,0.87,18.04,245,8.24,0.56,1014.96
2007-02-05,1,0.6,28.3,40.66,23.4,35.7,27.93,0.82,3.76,269,8.66,0.27,1020.87
2007-02-08,0,0.69,29.85,38.74,23.18,31.27,29.86,0.86,7.91,87,7.37,0.43,992.9
2007-02-09,0,0.72,28.75,38.36,23.76,31.35,30.23,0.85,7.83,88,7.33,0.51,1003.19
2007-02-10,0,0.75,34.9,38.33,25.41,29.47,32.87,0.86,16.63,87,8.32,0.74,999.5
2007-02-14,0,0.88,37.04,47.69,31.33,42.26,36.26,0.82,6.33,244,8.16,0.43,1000.54
2007-02-18,1,0.03,27.55,45.32,24.95,41.04,31.93,0.85,3.09,115,7.83,0.35,1018.34
2007-02-21,1,0.14,37.545,47.53,32.51,47.53,39.32,0.91,2.115,87.5,6.765,0.675,1001.875
2007-02-22,0,0.18,43.095,48.68,35.34,43.405,44.07,0.93,13.795,149,4.885,497.5,586051697.11
2007-02-24,1,0.25,44.68,49.08,41.39,46.6,44.31,0.92,3.02,137,6.87,0.85,989.17
2007-03-01,0,0.43,36.5,46.775,30.7,40.695,34.755,0.76,13.335,296,8.685,0.495,985.415
2007-03-05,1,0.55,41,49.78,31.41,42.71,37.21,0.73,18.65,205,8.39,0.5,990.23
2007-03-06,0,0.58,40.95,51,33.69,47.535,38.635,0.765,17.3,216.5,7.985,0.445,982.205
2007-03-07,1,0.61,40.4,49,35.065,44.47,39.805,0.865,7.27,244.5,8.49,0.67,998.655
2007-03-09,1,0.67,39.83,45.54,31.33,38.83,37.63,0.83,14.08,249,8.01,0.56,1019.36
2007-03-10,0,0.7,46,53.84,38.29,53.84,44.59,0.81,19.18,223,7.45,0.63,1025.12
2007-03-11,3,0.73,42.5675,50.88,39.995,50.88,44.045,0.89,13.2475,218,6.585,0.755,1017.7775
2007-03-12,1,0.76,39.245,47.705,34.48,41.33,39.64,0.87,10.71,232.5,7.52,0.605,1016.735
2007-03-13,1,0.8,39.025,51.765,31.96,51.765,37.51,0.785,10.98,241.5,9.095,0.465,1023.11
2007-03-14,1,0.83,40.89,52.44,34.74,52.44,42.03,0.81,13.71,233,8.64,0.51,1029.25
2007-03-16,2,0.9,39.655,47.63,32.585,41.015,41.14,0.865,18.675,249.5,7.625,0.74,1018.065
2007-03-17,0,0.94,43.33,50.9,34.27,50.9,44.78,0.88,19.27,254,5.51,0.76,1008.95
2007-03-19,0,0.02,32.11,40.87,19.91,29.75,31.13,0.84,20.92,330,6.21,0.38,998.58
2007-03-21,1,0.09,26.305,42.79,20.545,36.14,26.635,0.7,8.48,242.5,8.74,0.59,1019.39
2007-03-23,1,0.17,29.26,48.71,26.58,44.6,35.42,0.85,4.3,63,6.73,0.46,1023.6
2007-03-24,0,0.2,33.66,47.94,28.71,45.98,35.58,0.8,5.355,99,7.55,0.48,1026.445
2007-03-28,0,0.34,41.17,49.69,37.78,46.22,40.81,0.89,2.46,305,2.97,0.69,1016.99
2007-04-03,0,0.52,35.02,46.89,34.16,41.6,35.1,0.75,8.41,34,9.05,0.6,1031.62
2007-04-04,0,0.55,35.64,64.65,30.77,64.65,39.23,0.7,7.22,248,8.99,0.55,1025.69
2007-04-06,1,0.61,39.94,52.18,36.07,52.18,39.17,0.78,6.85,274,8.97,0.54,1025.51
2007-04-07,0,0.65,36.91,54.55,32.52,54.55,39.13,0.77,4.765,279,8.075,0.34,1027.86
2007-04-08,0,0.68,45.69,54.78,40.14,54.78,40.9,0.7,17.35,263,7.68,0.56,1015.36
2007-04-11,0,0.78,46.51,58.08,44.94,58.08,45.5,0.78,7.7,233,8.17,0.61,1022.87
2007-04-14,0,0.89,37.81,65.29,35.65,65.29,43.95,0.76,1.07,164,5.23,0.3,1022.9
2007-04-18,0,0.04,37.22,56.59,31.68,56.59,39.29,0.72,14.71,249,9.28,0.58,1021.89
2007-04-22,0,0.19,51.08,61.285,51.08,61.285,50.52,0.835,10.835,217,7.275,0.425,1010.89
2007-04-24,2,0.25,54.53,59.795,54.53,59.795,52.82,0.875,8.82,203.5,7.155,0.645,1009.61
2007-05-04,0,0.56,44.47,57.45,40.3,57.45,43.2,0.78,7.69,77,7.15,0.5,1020.45
2007-05-05,1,0.59,42.63,63.01,39.05,63.01,45.43,0.75,6.96,181,5.74,0.39,1016.48
2007-05-07,2,0.66,45.885,55.14,39.79,55.14,43.89,0.81,14.955,248.5,8.415,0.445,1002.325
2007-05-09,0,0.73,43.21,57.69,39.88,57.69,43.58,0.79,6.57,212,8.43,0.53,1006.56
2007-05-10,1,0.76,45.44,53.42,39.89,53.42,44.75,0.86,3.84,236,8.11,0.57,995.54
2007-05-11,1,0.8,43.72,49.29,38.72,45.55,41.25,0.82,8.06,82,8.16,0.74,999.27
2007-05-12,2,0.84,44.66,48.7766666666667,40.9366666666667,44.9633333333333,43.8866666666667,0.903333333333333,7.23666666666667,60.6666666666667,6.97666666666667,0.723333333333333,998.663333333333
2007-05-13,2,0.88,42.275,50.66,39.19,48.585,42.44,0.845,7.185,75,8.51,0.745,1004.34
2007-05-15,1,0.95,34.84,56.75,30.34,56.75,38.05,0.72,1.56,177,8.55,0.38,1011.14
2007-05-17,1,0.05,48.345,57.035,44.78,57.035,49.71,0.88,10.325,231,7.14,0.73,1004.04
2007-05-18,0,0.07,48.32,57.76,41.13,57.76,46.69,0.78,18.67,228,9.25,0.58,997.15
2007-05-21,1,0.17,38.68,61.64,35.47,61.64,39.765,0.65,10.505,233.5,9.29,0.405,1015.61
2007-05-23,1,0.24,49.27,60.05,47.71,60.05,49.3,0.83,9.29,242,7.9,0.83,1018.47
2007-05-25,1,0.3,45.39,54.13,40.4,54.13,40.37,0.71,9.81,272,8.65,0.42,1009.37
2007-05-27,1,0.36,38.6,51.12,36.465,49.29,38.12,0.785,5.1,30,8.345,0.41,1008.515
2007-05-29,1,0.42,42.83,49.59,39.16,47.22,41.5,0.82,5.01,279,8.1,0.71,1008.07
2007-06-01,0,0.52,47.69,65.33,45.26,65.33,50.28,0.8,3.71,96,7.12,0.44,1017.43
2007-06-02,1,0.54,52.14,63.03,52.14,63.03,52.98,0.83,5.84,148,7.57,0.52,1021.44
2007-06-05,0,0.64,49.78,63.45,46.04,63.45,52.01,0.87,8.95,66,8.98,0.7,1028.3
2007-06-06,1,0.68,49.5,62.96,47.52,62.96,47.94,0.775,6.525,80.5,7.495,0.71,1025.39
2007-06-07,0,0.72,46.49,57.07,43.66,57.07,48.19,0.87,4.69,76,8.65,0.61,1026.05
2007-06-08,1,0.75,52.18,66.48,52.18,66.48,53.25,0.85,2.78,64,5.97,0.67,1021.13
2007-06-09,1,0.79,51.565,69.235,51.565,69.235,55.215,0.84,4.365,74.5,5.35,0.45,1020.15
2007-06-15,0,0.02,46.4,53.07,40.43,53.07,43.92,0.8,16.55,51,8.87,0.66,1010.12
2007-06-16,1,0.05,48.355,53.105,43.185,53.105,48.285,0.91,12.515,49,6.53,0.81,1002.175
2007-06-17,1,0.09,51.2,63.6,51.2,63.6,51.73,0.86,1.32,40,7.69,0.58,1002.55
2007-06-19,1,0.15,53.54,59.01,53.54,59.01,53.41,0.91,9.34,71,6.38,0.72,1012.36
2007-06-20,0,0.19,54.445,65.315,54.445,65.315,54.625,0.895,8.425,75.5,4.935,0.62,1007.81
2007-06-21,0,0.22,49.64,60.56,44.08,60.56,49.63,0.86,13.65,53,8.86,0.63,1007.7
2007-06-22,0,0.25,53.12,61.08,53.12,61.08,54.12,0.93,5.91,64,3.96,0.72,1007.64
2007-06-24,0,0.31,48.86,53.95,44.68,53.95,49.08,0.91,12.31,45,6.79,0.79,1010.6
2007-06-28,0,0.43,44.96,55.24,40.99,55.24,45.12,0.87,7.6,233,8.4,0.6,1002.17
2007-06-29,1,0.46,45.95,60.69,42.24,60.69,46.68,0.79,6.81,269,8.27,0.49,1001.38
2007-06-30,1,0.49,45.47,59.32,45.47,59.32,52.51,0.94,8.99,134,6.83,0.64,1005.08
2007-07-01,1,0.53,55.47,64,55.47,64,56,0.9,3.15,97,6.88,0.54,996.2
2007-07-02,1,0.56,54.06,63.595,54.06,63.595,54.52,0.87,5.485,236,7.21,0.51,994.965
